Country,CountryName,Fips_code,ISO3v10,WH_2000,RI_2000,MZ_2000,WHA1F2020,RIA1F2020,MZA1F2020,ActChWHA1F2020,ActChRIAIF2020,ActChMZA1F2020,WHA1F2050,RIA1F2050,MZA1F2050,ActChWHA1F2050,ActChRIAIF2050,ActChMZA1F2050,WHA1F2080,RIA1F2080,MZA1F2080,ActChWHA1F2080,ActChRIAIF2080,ActChMZA1F2080,WHA2a2020,RIA2a2020,MZA2a2020,ActChWHA2a2020,ActChRIA2a2020,ActChMZA2a2020,WHA2a2050,RIA2a2050,MZA2a2050,ActChWHA2a2050,ActChRIA2a2050,ActChMZA2a2050,WHA2a2080,RIA2a2080,MZA2a2080,ActChWHA2a2080,ActChRIA2a2080,ActChMZA2a2080,WHA2b2020,RIA2b2020,MZA2b2020,ActCHWHA2b2020,ActChRIA2b2020,ActChMZA2b2020,WHA2b2050,RIA2b2050,MZA2b2050,ActCHWHA2b2050,ActChRIA2b2050,ActChMZA2b2050,WHA2b2080,RIA2b2080,MZA2b2080,ActChWHA2b2080,ActChRIA2b2080,ActChMZA2b2080,WHA2c2020,RIA2c2020,MZA2c2020,ActChWHA2c2020,ActChRIA2c2020,ActChMZA2c2020,WHA2c2050,RIA2c2050,MZA2c2050,ActChWHA2c2050,ActChRIA2c2050,ActChMZA2c2050,WHA2c2080,RIA2c2080,MZA2c2080,ActChWHA2c2080,ActChRIA2c2080,ActChMZA2c2080,WHB1a2020,RIB1a2020,MZB1a2020,ActChWHB1a2020,ActChRIB1a2020,ActChMZB1a2020,WHB1a2050,RIB1a2050,MZB1a2050,ActChWHB1a2050,ActChRIB1a2050,ActChMZB1a2050,WHB1a2080,RIB1a2080,MZB1a2080,ActChWHB1a2080,ActChRIB1a2080,ActChMZB1a2080,WHB2a2020,RIB2a2020,MZB2a2020,ActChWHB2a2020,ActChRIB2a2020,ActChMZB2a2020,WHB2a2050,RIB2a2050,MZB2a2050,ActChWHB2a2050,ActChRIB2a2050,ActChMZB2a2050,WHB2a2080,RIB2a2080,MZB2a2080,ActChWHB2a2080,ActChRIB2a2080,ActChMZB2a2080,WHB2b2020,RIB2b2020,MZB2b2020,ActChWHB2b2020,ActChRIB2b2020,ActChMZB2b2020,WHB2b2050,RIB2b2050,MZB2b2050,ActChWHB2b2050,ActChRIB2b2050,ActChMZB2b2050,WHB2b2080,RIB2b2080,MZB2b2080,ActChWHB2b2080,ActChRIB2b2080,ActChMZB2b2080,COUNTRY,WH%GR,RI%GR,MZ%GR,A1FI2020,A1FI2050,A1FI2080,A2A2020,A2A2050,A2A2080,A2B2020,A2B2050,A2B2080,A2C2020,A2C2050,A2C2080,B1A2020,B1A2050,B1A2080,B2A2020,B2A2050,B2A2080,B2B2020,B2B2050,B2B2080
113,Norway,NO,NOR,339339.57,0,0,-4.91,-6.91,-7.91,-16645.17,0,0,-7.18,-8.18,-14.18,-24365.09,0,0,-3.83,-4.83,-13.83,-13011.4,0,0,-5.73,-7.73,-8.73,-19427.58,0,0,-6.3,-8.3,-13.3,-21384.65,0,0,-1.83,-2.83,-12.83,-6215.91,0,0,-4.4,-6.4,-7.4,-14940.35,0,0,-6.77,-8.77,-13.77,-22970.86,0,0,-3,-4,-14,-10169.19,0,0,-2.98,-4.98,-5.98,-10106.43,0,0,-6.83,-8.83,-13.83,-23163.68,0,0,-3.42,-4.42,-14.42,-11590.55,0,0,-7.88,-9.88,-10.88,-26755.35,0,0,-6.1,-7.1,-11.1,-20711.48,0,0,-8.41,-11.41,-14.41,-28529.3,0,0,-8.86,-10.86,-11.86,-30059.09,0,0,-7.17,-8.17,-12.17,-24333.13,0,0,-5.83,-6.83,-12.83,-19768.53,0,0,-5.99,-7.99,-8.99,-20315.7,0,0,-10,-11,-15,-33921.85,0,0,-7.38,-8.38,-14.38,-25028.59,0,0,Norway,100,0,0,-1.64,-2.39,-1.28,-1.91,-2.1,-0.61,-1.47,-2.26,-1,-0.99,-2.28,-1.14,-2.63,-2.03,-2.8,-2.95,-2.39,-1.94,-2,-3.33,-2.46
114,Oman,MU,OMN,1187.57,0,0,-1.22,-3.22,-5.54,-14.44,0,0,-4.76,-5.76,-12.84,-56.48,0,0,-13.58,-14.58,-19.81,-161.23,0,0,-0.74,-2.74,-5.44,-8.83,0,0,-1.24,-3.24,-9.84,-14.75,0,0,-5.64,-6.64,-15.46,-66.94,0,0,-0.56,-2.56,-5.03,-6.65,0,0,-0.87,-2.87,-9.31,-10.3,0,0,-4.34,-5.34,-14.18,-51.52,0,0,-0.99,-2.99,-5.36,-11.74,0,0,-0.15,-2.15,-9.02,-1.72,0,0,-5.01,-6.01,-15.39,-59.51,0,0,-0.87,-2.87,-5.08,-10.38,0,0,-1.68,-2.68,-8.34,-19.91,0,0,-3.28,-6.28,-11.02,-39.01,0,0,-2.24,-4.24,-7.11,-26.62,0,0,-4.26,-5.26,-10.85,-50.64,0,0,-4.74,-5.74,-12.65,-56.29,0,0,-1.54,-3.54,-6.03,-18.26,0,0,-2.03,-3.03,-8.66,-24.07,0,0,-9.47,-10.47,-17.79,-112.43,0,0,Oman,100,0,0,-0.41,-1.59,-4.53,-0.25,-0.41,-1.88,-0.19,-0.29,-1.45,-0.33,-0.05,-1.67,-0.29,-0.56,-1.09,-0.75,-1.42,-1.58,-0.51,-0.68,-3.16
115,Pakistan,PK,PAK,19985871.43,7287321.43,2259885.71,-3.78,-5.78,-6.78,-755648.12,-421273.61,-153240.85,-7.93,-8.93,-14.93,-1584256.68,-650530.67,-337330.5,-7.05,-8.05,-17.05,-1409417.52,-586780.18,-385357.28,-2.39,-4.39,-5.39,-478301.55,-320146.49,-121880.12,-3.2,-5.2,-10.2,-638672.39,-378621.49,-230409.35,-2.27,-3.27,-13.27,-453799.33,-238339.18,-299900.41,-2.68,-4.68,-5.68,-536346.95,-341311.21,-128443.55,-3.4,-5.4,-10.4,-678828.94,-393263.52,-234950.02,-2.63,-3.63,-13.63,-524970.84,-264290,-307948.07,-3.85,-5.85,-6.85,-769000.67,-426142.26,-154750.68,-3.05,-5.05,-10.05,-610517.51,-368355.55,-227225.76,-2.92,-3.92,-13.92,-584044.51,-285829.66,-314627.77,-2.09,-4.09,-5.09,-418407.02,-298307.52,-115107.6,-4.06,-5.06,-9.06,-811942.74,-368926.74,-204804.03,-5.92,-8.92,-11.92,-1182642.39,-649839.03,-269319.44,-3.62,-5.62,-6.62,-723581.01,-409581.18,-149614.89,-5.91,-6.91,-10.91,-1180929.99,-503468.22,-246526.96,-4.69,-5.69,-11.69,-936497.33,-414342.29,-264085.65,-3.33,-5.33,-6.33,-664746.6,-388128.76,-142962.24,-4.2,-5.2,-9.2,-839238.16,-378879.3,-207890.44,-8.66,-9.66,-15.66,-1731481.72,-704212.4,-353977.85,Pakistan,68.66,26.22,5.11,-1.49,-2.85,-2.61,-1.02,-1.36,-1.03,-1.12,-1.43,-1.15,-1.51,-1.31,-1.25,-0.92,-1.53,-2.34,-1.43,-2.14,-1.77,-1.33,-1.57,-3.09
116,Panama,PM,PAN,0,262644.86,83231.71,-6.32,-8.32,0.9,0,-21844.17,745.03,-10.94,-11.94,-2.28,0,-31352.82,-1901.65,-5.65,-6.65,-5.62,0,-17453.89,-4676.43,-5.92,-7.92,0.69,0,-20813.69,573.25,-11.56,-13.56,-0.77,0,-35623.72,-637.24,-5.5,-6.5,-2.18,0,-17065.24,-1816.16,-9.29,-11.29,-1.17,0,-29659.55,-976.97,-10.32,-12.32,-0.96,0,-32354.8,-801.25,-5.49,-6.49,-3.83,0,-17055.32,-3191.77,-6.74,-8.74,0.64,0,-22950.41,529.8,-10.47,-12.47,-0.89,0,-32752.82,-742.47,-6.25,-4.8,-5.28,0,-12613.22,-4392.46,-12.47,-14.47,-2.79,0,-38016.54,-2326.19,-12.95,-13.95,-2.61,0,-36630.28,-2173.17,-13.3,-16.3,-3.53,0,-42800.38,-2938.25,-8.96,-10.96,-1.9,0,-28779.91,-1581.13,-12.45,-13.45,-1.53,0,-35338.54,-1277.59,-11.15,-12.15,-1.25,0,-31908.34,-1039.44,-5.94,-7.94,-0.5,0,-20858.23,-418.17,-11.25,-12.25,-1.98,0,-32177.42,-1649.83,-11.71,-12.71,-1.72,0,-33387.69,-1430.78,Panama,0,68.37,31.63,-1.8,-2.96,-2.11,-1.73,-3.17,-1.71,-2.7,-2.91,-1.88,-1.92,-2.94,-1.65,-3.59,-3.45,-4.09,-2.7,-3.23,-2.9,-1.86,-3,-3.08
117,Papua New Guinea,PP,PNG,0,785.71,7142.86,-1.95,-1.02,-3.83,0,-8.04,-273.64,4.88,1.53,-7.52,0,12,-536.86,1.14,-0.5,-10.6,0,-3.95,-757.01,3.09,-0.32,-3.13,0,-2.51,-223.83,5,1.79,-6.29,0,14.07,-449.36,7.35,4.78,-7.34,0,37.55,-523.99,0.98,-0.48,-3.13,0,-3.77,-223.67,6.25,1.62,-6.24,0,12.75,-445.69,5.93,3.02,-9.44,0,23.77,-674.26,-1.1,-1.5,-4.33,0,-11.78,-309.14,4.15,1.32,-6.78,0,10.36,-484.3,2.96,2.76,-9.54,0,21.7,-681.43,-2.12,-1.41,-3.86,0,-11.06,-275.73,1.29,0,-6.73,0,-0.01,-480.87,4.12,-2.29,-8.09,0,-17.97,-578.07,2.95,-1.47,-4.44,0,-11.53,-316.95,4.33,0.23,-6.48,0,1.82,-462.66,5.74,2,-6.94,0,15.75,-495.87,1.26,-1.59,-4.33,0,-12.48,-308.97,2.76,-0.54,-7.29,0,-4.22,-520.95,5.46,1.51,-7.42,0,11.87,-529.94,Papua New Guinea,0,26.53,73.47,-1.03,-1.71,-2.64,-0.8,-1.38,-1.37,-0.81,-1.38,-2.04,-1.19,-1.54,-2.09,-1.07,-1.65,-2.18,-1.22,-1.57,-1.52,-1.2,-1.83,-1.68
118,Paraguay,PA,PRY,479075.29,110778.71,938177.57,-2.6,-4.6,-0.72,-12455.72,-5095.77,-6753.34,-0.22,-1.22,-2.96,-1047.93,-1350.1,-27803.61,-1.52,-2.52,-6.96,-7258.93,-2786.3,-65334.02,-1.24,-3.24,-0.51,-5935.18,-3587.99,-4809.98,-1.72,-3.72,-3.26,-8247.52,-4122.69,-30582.93,2.02,1.02,-5.39,9657.17,1125.28,-50535.3,-4.49,-6.49,-2.22,-21527.3,-7193.43,-20873.02,-1.72,-3.72,-3.67,-8241.39,-4121.27,-34446.48,2.24,1.24,-5.63,10742.23,1376.19,-52782.8,-1.83,-3.83,-1.07,-8762.19,-4241.7,-10078.97,-3.12,-5.12,-3.01,-14940,-5670.22,-28269.6,-0.92,-0.59,-6.71,-4404.56,-649.22,-62933.35,-6.12,-8.12,-3.71,-29334,-8998.61,-34833.65,-5.08,-6.08,-5.28,-24336.51,-6735.23,-49575.96,-4.66,-7.66,-6.79,-22320.25,-8484.57,-63696.51,-2.65,-4.65,-3.04,-12696.83,-5151.52,-28499.62,-2.57,-3.57,-4.03,-12309.53,-3954.18,-37843.38,-2.64,-3.64,-4.04,-12669.73,-4037.46,-37912.08,-2.93,-4.93,-1.95,-14036.64,-5461.33,-18326.66,-6.33,-7.33,-4.26,-30310.38,-8116.59,-39927.88,-3.49,-4.49,-4.29,-16718.14,-4973.6,-40241.01,Paraguay,42.25,6.9,50.85,-0.59,-0.56,-1.45,-0.34,-0.88,-0.61,-1.16,-0.95,-0.61,-0.53,-1.07,-1.28,-1.68,-1.75,-1.98,-1,-1.13,-1.14,-0.86,-1.78,-1.32
119,Peru,PE,PER,183827.43,2135966.29,1271393.14,-2.6,-4.6,-0.72,-4779.42,-98253.41,-9151.95,-0.22,-1.22,-2.96,-402.1,-26031.87,-37678.71,-1.52,-2.52,-6.96,-2785.35,-53723.73,-88538.92,-1.24,-3.24,-0.51,-2277.41,-69181.45,-6518.36,-1.72,-3.72,-3.26,-3164.68,-79491.07,-41445.16,2.02,1.02,-5.39,3705.58,21697.02,-68484.08,-4.49,-6.49,-2.22,-8260.3,-138699.19,-28286.56,-1.72,-3.72,-3.67,-3162.33,-79463.74,-46680.95,2.24,1.24,-5.63,4121.93,26534.76,-71529.84,-1.83,-3.83,-1.07,-3362.17,-81785.73,-13658.75,-3.12,-5.12,-3.01,-5732.67,-109329.6,-38310.21,-0.92,-0.59,-6.71,-1690.09,-12517.94,-85285.59,-6.12,-8.12,-3.71,-11255.84,-173505.53,-47205.63,-5.08,-6.08,-5.28,-9338.24,-129864.46,-67184.02,-4.66,-7.66,-6.79,-8564.57,-163594.27,-86319.81,-2.65,-4.65,-3.04,-4871.94,-99328.38,-38621.93,-2.57,-3.57,-4.03,-4723.33,-76241.95,-51284.33,-2.64,-3.64,-4.04,-4861.54,-77847.88,-51377.43,-2.93,-4.93,-1.95,-5386.04,-105301.96,-24835.8,-6.33,-7.33,-4.26,-11630.49,-156499.08,-54109.2,-3.49,-4.49,-4.29,-6414.97,-95897.81,-54533.54,Peru,6.83,55.67,37.5,-1,-0.6,-1.37,-0.69,-1.14,-0.44,-1.59,-1.19,-0.42,-0.89,-1.4,-0.97,-2.11,-1.9,-2.38,-1.3,-1.23,-1.24,-1.23,-2.04,-1.45
120,Philippines,RP,PHL,0,13791621.14,4959951.71,-1.95,-1.02,-3.83,0,-141193.15,-190013.28,4.88,1.53,-7.52,0,210627.22,-372793.89,1.14,-0.5,-10.6,0,-69320.5,-525663.67,3.09,-0.32,-3.13,0,-44094.37,-155423.66,5,1.79,-6.29,0,246987.89,-312035.62,7.35,4.78,-7.34,0,659046.91,-363852.23,0.98,-0.48,-3.13,0,-66208.46,-155316.85,6.25,1.62,-6.24,0,223856.91,-309483.81,5.93,3.02,-9.44,0,417163.59,-468198.67,-1.1,-1.5,-4.33,0,-206838.17,-214662.04,4.15,1.32,-6.78,0,181791.96,-336295.89,2.96,2.76,-9.54,0,380842.67,-473179.76,-2.12,-1.41,-3.86,0,-194210.79,-191467.96,1.29,0,-6.73,0,-197.39,-333911.18,4.12,-2.29,-8.09,0,-315488.74,-401409.93,2.95,-1.47,-4.44,0,-202394.64,-220090.94,4.33,0.23,-6.48,0,32005.75,-321267.8,5.74,2,-6.94,0,276505.53,-344330.15,1.26,-1.59,-4.33,0,-219037.26,-214546.7,2.76,-0.54,-7.29,0,-73990.74,-361745.21,5.46,1.51,-7.42,0,208416.18,-367989.65,Philippines,0,72.34,27.66,-0.6,-0.32,-1.1,-0.37,-0.15,0.48,-0.4,-0.18,-0.14,-0.76,-0.31,-0.21,-0.7,-0.62,-1.3,-0.76,-0.54,-0.16,-0.78,-0.8,-0.32
121,Poland,PL,POL,8667379.43,0,1668717.43,-4.91,-6.91,-7.91,-425149.34,0,-131914.88,-7.18,-8.18,-14.18,-622330.92,0,-236626.65,-3.83,-4.83,-13.83,-332335.89,0,-230855.87,-5.73,-7.73,-8.73,-496217.43,0,-145597.51,-6.3,-8.3,-13.3,-546204.72,0,-221970.19,-1.83,-2.83,-12.83,-158766.3,0,-214125.95,-4.4,-6.4,-7.4,-381604.96,0,-123531.35,-6.77,-8.77,-13.77,-586719.58,0,-229770.45,-3,-4,-14,-259740.57,0,-233566.38,-2.98,-4.98,-5.98,-258137.58,0,-99760.36,-6.83,-8.83,-13.83,-591644.6,0,-230718.66,-3.42,-4.42,-14.42,-296044.62,0,-240555.94,-7.88,-9.88,-10.88,-683382.68,0,-181632.16,-6.1,-7.1,-11.1,-529010.78,0,-185285.52,-8.41,-11.41,-14.41,-728692.61,0,-240417.13,-8.86,-10.86,-11.86,-767766.54,0,-197878.45,-7.17,-8.17,-12.17,-621514.45,0,-203095.11,-5.83,-6.83,-12.83,-504925.84,0,-214022.83,-5.99,-7.99,-8.99,-518901.81,0,-149964.9,-10,-11,-15,-866428.66,0,-250248.07,-7.38,-8.38,-14.38,-639278.02,0,-239889.45,Poland,96.08,0,3.92,-1.67,-2.48,-1.41,-1.95,-2.19,-0.75,-1.51,-2.35,-1.14,-1.03,-2.37,-1.28,-2.67,-2.1,-2.88,-2.99,-2.46,-2.03,-2.03,-3.4,-2.55
122,Portugal,PO,PRT,242171.86,142885.71,741834.29,4.19,2.19,-1.68,10157.24,3135.24,-12443.61,9.28,8.28,-1.37,22477.73,11833.41,-10190.65,7.48,6.48,1.19,18124.8,9265.1,8831.21,5.67,3.67,-1.16,13719.69,5237.15,-8608.27,9.2,7.2,-1.32,22288.04,10292.63,-9770.4,13.14,12.14,0.45,31817.21,17343.86,3326.25,3.49,1.49,-0.72,8447.97,2126.74,-5373.66,8.92,6.92,-1.66,21593.23,9882.68,-12280.55,13.15,12.15,0.77,31852.44,17364.65,5683.22,3.34,1.34,-1.48,8098.43,1920.5,-10960.29,9.07,7.07,-1.81,21972.27,10106.32,-13428.6,13.51,12.51,0.44,32720.78,17876.99,3295.25,1.61,-0.39,-1.71,3891.81,-561.48,-12717.08,5.28,4.28,-2.83,12789.27,6117.04,-21001.49,6.86,3.86,-3.21,16621.63,5520.48,-23808.73,3.66,2.31,-2.6,8854.89,3304.8,-19305.85,5.13,4.13,-3.19,12422.75,5900.79,-23669.69,7.24,6.24,-1.42,17542.37,8921.46,-10506.81,3.16,1.16,-2.55,7648.82,1655.23,-18880.44,5.5,4.5,-3.13,13317.26,6428.56,-23210.42,8.85,7.85,-1.35,21441.24,11221.86,-9987.78,Portugal,28.34,12.02,59.63,0.15,0.94,1.2,0.45,0.9,1.82,0.25,0.79,1.88,0.08,0.78,1.87,-0.2,0.11,0.17,-0.08,0.02,0.65,-0.16,0.08,0.88
123,Puerto Rico,RQ,PRI,0,0,457.14,-3.43,-5.43,0.23,0,0,1.05,-0.81,-1.81,1.43,0,0,6.53,11.06,10.06,6.83,0,0,31.24,-3.14,-5.14,-0.18,0,0,-0.83,-3.98,-5.98,-0.14,0,0,-0.62,7.51,6.51,5.49,0,0,25.12,-4.92,-6.92,-1.33,0,0,-6.1,-2.26,-4.26,0.51,0,0,2.32,7.52,6.52,4.01,0,0,18.35,-3.26,-5.26,0.27,0,0,1.26,-2.74,-4.74,0.2,0,0,0.91,10.13,10.47,6.36,0,0,29.07,-6.88,-8.88,-2.37,0,0,-10.82,-5.85,-6.85,-1.84,0,0,-8.43,-4.43,-7.43,-1.11,0,0,-5.06,-5.02,-7.02,-2.23,0,0,-10.17,-6.19,-7.19,-1.5,0,0,-6.85,-1.5,-2.5,1.68,0,0,7.67,-3.21,-5.21,-1.13,0,0,-5.16,-4.62,-5.62,-0.92,0,0,-4.2,-2.32,-3.32,1.18,0,0,5.38,Puerto Rico,0,98.43,1.57,-1.78,-0.59,3.34,-1.69,-1.96,2.16,-2.28,-1.39,2.16,-1.72,-1.55,3.47,-2.93,-2.26,-2.44,-2.31,-2.37,-0.81,-1.71,-1.85,-1.08
124,Qatar,QA,QAT,32.71,0,1320,-1.22,-3.22,-5.54,-0.4,0,-73.12,-4.76,-5.76,-12.84,-1.56,0,-169.52,-13.58,-14.58,-19.81,-4.44,0,-261.46,-0.74,-2.74,-5.44,-0.24,0,-71.8,-1.24,-3.24,-9.84,-0.41,0,-129.87,-5.64,-6.64,-15.46,-1.84,0,-204.01,-0.56,-2.56,-5.03,-0.18,0,-66.35,-0.87,-2.87,-9.31,-0.28,0,-122.92,-4.34,-5.34,-14.18,-1.42,0,-187.16,-0.99,-2.99,-5.36,-0.32,0,-70.75,-0.15,-2.15,-9.02,-0.05,0,-119.13,-5.01,-6.01,-15.39,-1.64,0,-203.17,-0.87,-2.87,-5.08,-0.29,0,-67.01,-1.68,-2.68,-8.34,-0.55,0,-110.05,-3.28,-6.28,-11.02,-1.07,0,-145.48,-2.24,-4.24,-7.11,-0.73,0,-93.81,-4.26,-5.26,-10.85,-1.4,0,-143.26,-4.74,-5.74,-12.65,-1.55,0,-166.99,-1.54,-3.54,-6.03,-0.5,0,-79.64,-2.03,-3.03,-8.66,-0.66,0,-114.28,-9.47,-10.47,-17.79,-3.1,0,-234.8,Qatar,27.27,0,72.73,-1.45,-3.55,-6.04,-1.39,-2.5,-4.26,-1.27,-2.34,-3.83,-1.39,-2.2,-4.19,-1.31,-2.17,-2.97,-1.93,-3.02,-3.5,-1.6,-2.28,-5.17
125,Romania,RO,ROU,5685618.43,6226.71,9415482.43,-4.91,-6.91,-7.91,-278889.01,-429.96,-744309.5,-7.18,-8.18,-14.18,-408235.98,-509.35,-1335129.62,-3.83,-4.83,-13.83,-218005.35,-301.02,-1302568.87,-5.73,-7.73,-8.73,-325508.19,-481.02,-821511.66,-6.3,-8.3,-13.3,-358298.8,-516.93,-1252432.77,-1.83,-2.83,-12.83,-104147.35,-176.33,-1208172.88,-4.4,-6.4,-7.4,-250324.82,-398.68,-697006.7,-6.77,-8.77,-13.77,-384875.69,-546.04,-1296444.57,-3,-4,-14,-170384.35,-248.87,-1317862.49,-2.98,-4.98,-5.98,-169332.82,-309.98,-562882.55,-6.83,-8.83,-13.83,-388106.4,-549.58,-1301794.68,-3.42,-4.42,-14.42,-194199.04,-274.95,-1357300.03,-7.88,-9.88,-10.88,-448284.65,-615.48,-1024831.61,-6.1,-7.1,-11.1,-347019.93,-442.31,-1045445.13,-8.41,-11.41,-14.41,-478007.01,-710.3,-1356516.82,-8.86,-10.86,-11.86,-503638.69,-676.1,-1116498.85,-7.17,-8.17,-12.17,-407700.39,-508.77,-1145933.02,-5.83,-6.83,-12.83,-331220.72,-425.01,-1207591.01,-5.99,-7.99,-8.99,-340388.66,-497.32,-846153.98,-10,-11,-15,-568358.96,-684.72,-1411986.39,-7.38,-8.38,-14.38,-419352.92,-521.53,-1353539.46,Romania,24.61,0.18,75.21,-2.39,-4.15,-3.79,-2.66,-3.86,-3.37,-2.22,-4.01,-3.76,-1.75,-4.03,-3.9,-3.38,-3.29,-4.31,-3.71,-3.64,-3.7,-2.75,-4.59,-4.21
126,Russia,RS,RUS,43466789.71,536534.29,2351045.71,-3.19,-5.19,-6.19,-1385648.13,-27834.5,-145478.75,-4.56,-5.56,-11.56,-1984175.88,-29857.11,-271893.94,-5.07,-6.07,-15.07,-2204186.27,-32572.82,-354325.31,-3.16,-5.16,-6.16,-1375024.16,-27703.36,-144904.12,-3.38,-5.38,-10.38,-1467024.47,-28838.97,-243922.09,-0.41,-1.41,-11.41,-180107.84,-7588.51,-268356.76,-2.89,-4.89,-5.89,-1257924.02,-26257.93,-138570.37,-4.37,-6.37,-11.37,-1899079.07,-34172.05,-267291.2,-2.7,-3.7,-13.7,-1174050.9,-19857.29,-322117.47,-1.89,-3.89,-4.89,-819996.79,-20852.35,-114883.62,-3.92,-5.92,-10.92,-1702840.33,-31749.77,-256676.98,-1.04,-2.04,-12.04,-451270.87,-10935.63,-283023.51,-5.57,-7.57,-8.57,-2421140.88,-40616.15,-201486.82,-3.29,-4.29,-8.29,-1430298.52,-23020.3,-194914.73,-5.82,-8.82,-11.82,-2531136.19,-47339.22,-277967.65,-5.85,-7.85,-8.85,-2541391.82,-42100.47,-207990.99,-4.33,-5.33,-9.33,-1883650.42,-28616.27,-219435.78,-2.99,-3.99,-9.99,-1300719.42,-21420.83,-234926.93,-4.09,-6.09,-7.09,-1777333.85,-32669.29,-166664.38,-7.48,-8.48,-12.48,-3251355.58,-45498.6,-293412.65,-4.71,-5.71,-11.71,-2045516.99,-30614.27,-275211.78,Russia,95.94,1.07,2.99,-1.1,-1.59,-1.79,-1.09,-1.2,-0.25,-1,-1.53,-1.01,-0.67,-1.38,-0.46,-1.89,-1.15,-2.01,-1.99,-1.5,-1.07,-1.4,-2.55,-1.64
127,Rwanda,RW,RWA,13673.57,35349.71,84475,0.14,-1.86,-4.18,19.31,-657.06,-3532.63,-1.98,-2.98,-10.07,-271.23,-1054.69,-8506.75,-14.52,-15.52,-20.75,-1985.45,-5486.41,-17529.69,0.2,-1.8,-4.5,27.49,-635.93,-3797.35,-0.26,-2.26,-8.86,-35.38,-798.46,-7480.32,-5.76,-6.76,-15.58,-788.22,-2391.25,-13163.39,0.42,-1.58,-4.05,57.42,-558.54,-3418.2,0.97,-1.03,-7.47,133.17,-362.71,-6311.2,-4.17,-5.17,-14.01,-570.64,-1828.75,-11838.32,0.84,-1.16,-3.53,114.49,-411.02,-2984.97,1.85,-0.15,-7.03,252.56,-54.05,-5940.96,-4.31,-5.31,-14.69,-588.88,-1875.91,-12406.65,-0.4,-2.4,-4.6,-54.71,-848.43,-3888.18,-0.6,-1.6,-7.26,-82.32,-566.31,-6134.62,-2.25,-5.25,-9.99,-307.64,-1855.83,-8435.89,-1.33,-3.33,-6.19,-181.3,-1175.71,-5229.83,-2.58,-3.58,-9.16,-352.2,-1264.02,-7741.69,-4.49,-5.49,-12.4,-613.57,-1939.73,-10473.57,-0.76,-2.76,-5.25,-103.38,-974.27,-4436.24,-1.59,-2.59,-8.22,-217.38,-915.48,-6943.81,-6.42,-7.42,-14.74,-878.19,-2623.85,-12454.53,Rwanda,7.17,7.04,85.79,-1.24,-3,-6.65,-1.32,-2.59,-4.75,-1.18,-2.14,-4.23,-1.02,-1.97,-4.43,-1.38,-2.13,-3.03,-1.88,-2.77,-3.78,-1.58,-2.45,-4.54
128,Saudi Arabia,SA,SAU,2379183.29,0,51575.71,-1.22,-3.22,-5.54,-28937.71,0,-2856.99,-4.76,-5.76,-12.84,-113158.91,0,-6623.74,-13.58,-14.58,-19.81,-323015.16,0,-10215.96,-0.74,-2.74,-5.44,-17685.49,0,-2805.51,-1.24,-3.24,-9.84,-29552.88,0,-5074.26,-5.64,-6.64,-15.46,-134117.03,0,-7971.1,-0.56,-2.56,-5.03,-13324.41,0,-2592.4,-0.87,-2.87,-9.31,-20633.58,0,-4802.87,-4.34,-5.34,-14.18,-103207.82,0,-7312.73,-0.99,-2.99,-5.36,-23526.2,0,-2764.28,-0.15,-2.15,-9.02,-3451.58,0,-4654.69,-5.01,-6.01,-15.39,-119227.87,0,-7938.2,-0.87,-2.87,-5.08,-20797.01,0,-2618.38,-1.68,-2.68,-8.34,-39896.32,0,-4299.83,-3.28,-6.28,-11.02,-78146.35,0,-5684.12,-2.24,-4.24,-7.11,-53330.96,0,-3665.29,-4.26,-5.26,-10.85,-101458.4,0,-5597.59,-4.74,-5.74,-12.65,-112769.24,0,-6524.83,-1.54,-3.54,-6.03,-36587.52,0,-3111.71,-2.03,-3.03,-8.66,-48230.39,0,-4465.1,-9.47,-10.47,-17.79,-225234.8,0,-9174.18,Saudi Arabia,99.45,0,0.55,-0.41,-1.6,-4.54,-0.26,-0.43,-1.9,-0.19,-0.3,-1.46,-0.34,-0.06,-1.69,-0.3,-0.57,-1.11,-0.76,-1.43,-1.59,-0.52,-0.69,-3.17
